Chromosome,Start_Nucleotide,End_Nucleotide,Peak_ID
chr5,137046056,137046482,all_Chip_RFX1_vs_GRCm38.89_peak_7586
chr10,40246934,40247408,all_Chip_RFX1_vs_GRCm38.89_peak_803
chr18,22985048,22985584,all_Chip_RFX1_vs_GRCm38.89_peak_4509
chr15,78709746,78710144,all_Chip_RFX1_vs_GRCm38.89_peak_3561
chr6,124779558,124780024,all_Chip_RFX1_vs_GRCm38.89_peak_8149
chr8,119824018,119824437,all_Chip_RFX1_vs_GRCm38.89_peak_9262
chr2,65285420,65285835,all_Chip_RFX1_vs_GRCm38.89_peak_5370
chr5,139434926,139435280,all_Chip_RFX1_vs_GRCm38.89_peak_7608
chr5,89166448,89166861,all_Chip_RFX1_vs_GRCm38.89_peak_7343
chr10,70971206,70971644,all_Chip_RFX1_vs_GRCm38.89_peak_929
chr7,132853880,132854357,all_Chip_RFX1_vs_GRCm38.89_peak_8741
chr7,136082409,136082880,all_Chip_RFX1_vs_GRCm38.89_peak_8752
chr2,163075139,163075579,all_Chip_RFX1_vs_GRCm38.89_peak_5780
chr8,110266643,110267168,all_Chip_RFX1_vs_GRCm38.89_peak_9223
chr10,57822414,57822959,all_Chip_RFX1_vs_GRCm38.89_peak_861
chr7,139213057,139213457,all_Chip_RFX1_vs_GRCm38.89_peak_8766
chr19,11915810,11916333,all_Chip_RFX1_vs_GRCm38.89_peak_4855
chr6,114892346,114892767,all_Chip_RFX1_vs_GRCm38.89_peak_8096
chr9,87255014,87255508,all_Chip_RFX1_vs_GRCm38.89_peak_9724
chr11,96862050,96862871,all_Chip_RFX1_vs_GRCm38.89_peak_1664
chr15,98707981,98708388,all_Chip_RFX1_vs_GRCm38.89_peak_3701
chr2,32395916,32396352,all_Chip_RFX1_vs_GRCm38.89_peak_5239
chr7,27473057,27473640,all_Chip_RFX1_vs_GRCm38.89_peak_8322
chr12,78861406,78861788,all_Chip_RFX1_vs_GRCm38.89_peak_2158
chr16,20140654,20141010,all_Chip_RFX1_vs_GRCm38.89_peak_3811
chr2,172833224,172833606,all_Chip_RFX1_vs_GRCm38.89_peak_5853
chr8,94993966,94994397,all_Chip_RFX1_vs_GRCm38.89_peak_9167
chr10,80621856,80622453,all_Chip_RFX1_vs_GRCm38.89_peak_979
chr5,123049249,123049598,all_Chip_RFX1_vs_GRCm38.89_peak_7500
chr4,35099915,35100481,all_Chip_RFX1_vs_GRCm38.89_peak_6542
chr2,84826530,84827062,all_Chip_RFX1_vs_GRCm38.89_peak_5445
chr5,92554770,92555243,all_Chip_RFX1_vs_GRCm38.89_peak_7357
chr10,34297117,34297606,all_Chip_RFX1_vs_GRCm38.89_peak_777
chr11,60537323,60537751,all_Chip_RFX1_vs_GRCm38.89_peak_1398
chr10,59322889,59323284,all_Chip_RFX1_vs_GRCm38.89_peak_870
chr6,30401523,30401968,all_Chip_RFX1_vs_GRCm38.89_peak_7751
chr17,24455166,24455543,all_Chip_RFX1_vs_GRCm38.89_peak_4140
chr19,4183607,4184078,all_Chip_RFX1_vs_GRCm38.89_peak_4791
chr11,29172503,29172944,all_Chip_RFX1_vs_GRCm38.89_peak_1271
chr2,18392658,18393065,all_Chip_RFX1_vs_GRCm38.89_peak_5141
chr1,93168249,93168712,all_Chip_RFX1_vs_GRCm38.89_peak_325
chr6,38433575,38433990,all_Chip_RFX1_vs_GRCm38.89_peak_7795
chr15,103215197,103215627,all_Chip_RFX1_vs_GRCm38.89_peak_3739
chr5,143932845,143933302,all_Chip_RFX1_vs_GRCm38.89_peak_7643
chr6,115853251,115853993,all_Chip_RFX1_vs_GRCm38.89_peak_8105
chr14,100459058,100459550,all_Chip_RFX1_vs_GRCm38.89_peak_3219
chr8,13705661,13706092,all_Chip_RFX1_vs_GRCm38.89_peak_8861
chr11,98942092,98942475,all_Chip_RFX1_vs_GRCm38.89_peak_1695
chr10,58255214,58255596,all_Chip_RFX1_vs_GRCm38.89_peak_863
chr15,82255826,82256313,all_Chip_RFX1_vs_GRCm38.89_peak_3595
chr10,75032344,75032825,all_Chip_RFX1_vs_GRCm38.89_peak_937
chr7,116504171,116504539,all_Chip_RFX1_vs_GRCm38.89_peak_8649
chr4,126058403,126058772,all_Chip_RFX1_vs_GRCm38.89_peak_6868
chr7,25680573,25681062,all_Chip_RFX1_vs_GRCm38.89_peak_8316
chr6,145210609,145211067,all_Chip_RFX1_vs_GRCm38.89_peak_8220
chr15,44706283,44706807,all_Chip_RFX1_vs_GRCm38.89_peak_3419
chr18,61609603,61610125,all_Chip_RFX1_vs_GRCm38.89_peak_4673
chr18,13757061,13757552,all_Chip_RFX1_vs_GRCm38.89_peak_4489
chr17,56814330,56814769,all_Chip_RFX1_vs_GRCm38.89_peak_4318
chr2,114051119,114051575,all_Chip_RFX1_vs_GRCm38.89_peak_5544
chr1,38450692,38451149,all_Chip_RFX1_vs_GRCm38.89_peak_92
chr2,72841428,72841866,all_Chip_RFX1_vs_GRCm38.89_peak_5406
chr2,164745705,164746072,all_Chip_RFX1_vs_GRCm38.89_peak_5796
chr11,108424803,108425410,all_Chip_RFX1_vs_GRCm38.89_peak_1776
chr4,62496829,62497267,all_Chip_RFX1_vs_GRCm38.89_peak_6632
chr11,101984023,101984401,all_Chip_RFX1_vs_GRCm38.89_peak_1718
chr17,45474709,45475128,all_Chip_RFX1_vs_GRCm38.89_peak_4267
chr3,108256766,108257180,all_Chip_RFX1_vs_GRCm38.89_peak_6288
chr11,4160103,4160487,all_Chip_RFX1_vs_GRCm38.89_peak_1200
chr8,72474957,72475412,all_Chip_RFX1_vs_GRCm38.89_peak_9062
chr10,80742178,80742554,all_Chip_RFX1_vs_GRCm38.89_peak_982
chr14,75445534,75445958,all_Chip_RFX1_vs_GRCm38.89_peak_3164
chr15,36938861,36939235,all_Chip_RFX1_vs_GRCm38.89_peak_3385
chr7,127588068,127588804,all_Chip_RFX1_vs_GRCm38.89_peak_8709
chr11,17272976,17273411,all_Chip_RFX1_vs_GRCm38.89_peak_1233
chr5,92263683,92264351,all_Chip_RFX1_vs_GRCm38.89_peak_7354
chr1,178405242,178405696,all_Chip_RFX1_vs_GRCm38.89_peak_614
chr6,134863097,134863521,all_Chip_RFX1_vs_GRCm38.89_peak_8182
chr9,99797402,99797859,all_Chip_RFX1_vs_GRCm38.89_peak_9771
chr15,28154631,28155100,all_Chip_RFX1_vs_GRCm38.89_peak_3346
chr7,4739379,4740192,all_Chip_RFX1_vs_GRCm38.89_peak_8253
chr7,139572640,139573011,all_Chip_RFX1_vs_GRCm38.89_peak_8770
chr17,49614943,49615336,all_Chip_RFX1_vs_GRCm38.89_peak_4293
chr12,88910752,88911223,all_Chip_RFX1_vs_GRCm38.89_peak_2259
chr17,80290025,80290519,all_Chip_RFX1_vs_GRCm38.89_peak_4388
chr2,30048694,30049136,all_Chip_RFX1_vs_GRCm38.89_peak_5218
chr8,91576679,91577064,all_Chip_RFX1_vs_GRCm38.89_peak_9135
chr4,123013811,123014485,all_Chip_RFX1_vs_GRCm38.89_peak_6846
chr10,14329047,14329476,all_Chip_RFX1_vs_GRCm38.89_peak_715
chr1,40824454,40824930,all_Chip_RFX1_vs_GRCm38.89_peak_101
chr2,94289150,94289675,all_Chip_RFX1_vs_GRCm38.89_peak_5483
chr12,71015447,71015941,all_Chip_RFX1_vs_GRCm38.89_peak_2106
chr4,148038783,148039296,all_Chip_RFX1_vs_GRCm38.89_peak_7020
chr1,176814491,176815112,all_Chip_RFX1_vs_GRCm38.89_peak_602
chr10,60285685,60286068,all_Chip_RFX1_vs_GRCm38.89_peak_885
chr17,80207229,80207769,all_Chip_RFX1_vs_GRCm38.89_peak_4386
chr6,34029212,34029650,all_Chip_RFX1_vs_GRCm38.89_peak_7773
chr12,111574159,111574591,all_Chip_RFX1_vs_GRCm38.89_peak_2372
chr15,34443167,34443562,all_Chip_RFX1_vs_GRCm38.89_peak_3370
chr16,31201189,31201620,all_Chip_RFX1_vs_GRCm38.89_peak_3858
chr9,50739081,50739536,all_Chip_RFX1_vs_GRCm38.89_peak_9543
chr11,117939596,117940127,all_Chip_RFX1_vs_GRCm38.89_peak_1842
chr15,78670393,78670770,all_Chip_RFX1_vs_GRCm38.89_peak_3560
chr9,82829808,82830176,all_Chip_RFX1_vs_GRCm38.89_peak_9704
chr6,124805597,124805972,all_Chip_RFX1_vs_GRCm38.89_peak_8150
chr11,29247102,29247610,all_Chip_RFX1_vs_GRCm38.89_peak_1272
chr6,115838249,115838650,all_Chip_RFX1_vs_GRCm38.89_peak_8104
chr17,29437125,29437534,all_Chip_RFX1_vs_GRCm38.89_peak_4195
chr5,120680168,120680544,all_Chip_RFX1_vs_GRCm38.89_peak_7488
chr4,103114067,103114446,all_Chip_RFX1_vs_GRCm38.89_peak_6755
chr4,128654256,128654738,all_Chip_RFX1_vs_GRCm38.89_peak_6877
chr12,82254113,82254550,all_Chip_RFX1_vs_GRCm38.89_peak_2196
chr3,90083955,90084399,all_Chip_RFX1_vs_GRCm38.89_peak_6176
chr16,96400034,96400484,all_Chip_RFX1_vs_GRCm38.89_peak_4068
chr7,121981566,121981961,all_Chip_RFX1_vs_GRCm38.89_peak_8674
chr7,19149499,19149922,all_Chip_RFX1_vs_GRCm38.89_peak_8295
chrX,166170187,166170656,all_Chip_RFX1_vs_GRCm38.89_peak_10134
chr6,83078164,83078541,all_Chip_RFX1_vs_GRCm38.89_peak_7936
chr7,48880932,48881271,all_Chip_RFX1_vs_GRCm38.89_peak_8400
chr9,108507410,108507896,all_Chip_RFX1_vs_GRCm38.89_peak_9830
chr6,120773050,120773566,all_Chip_RFX1_vs_GRCm38.89_peak_8136
chr11,119969962,119970449,all_Chip_RFX1_vs_GRCm38.89_peak_1860
chr17,56819713,56820205,all_Chip_RFX1_vs_GRCm38.89_peak_4319
chr4,45890085,45890515,all_Chip_RFX1_vs_GRCm38.89_peak_6581
chr8,119575129,119575452,all_Chip_RFX1_vs_GRCm38.89_peak_9256
chr14,56571748,56572232,all_Chip_RFX1_vs_GRCm38.89_peak_3057
chr7,125707705,125708067,all_Chip_RFX1_vs_GRCm38.89_peak_8691
chr2,71082284,71082716,all_Chip_RFX1_vs_GRCm38.89_peak_5390
chr11,5432300,5432730,all_Chip_RFX1_vs_GRCm38.89_peak_1205
chr15,82338689,82339053,all_Chip_RFX1_vs_GRCm38.89_peak_3600
chr15,98167603,98167979,all_Chip_RFX1_vs_GRCm38.89_peak_3699
chr6,55203201,55203669,all_Chip_RFX1_vs_GRCm38.89_peak_7866
chr16,33553647,33554168,all_Chip_RFX1_vs_GRCm38.89_peak_3878
chr3,41742372,41742735,all_Chip_RFX1_vs_GRCm38.89_peak_6009
chr19,5041036,5041464,all_Chip_RFX1_vs_GRCm38.89_peak_4802
chr15,75703839,75704331,all_Chip_RFX1_vs_GRCm38.89_peak_3534
chr16,22661056,22661487,all_Chip_RFX1_vs_GRCm38.89_peak_3819
chr7,79392118,79392530,all_Chip_RFX1_vs_GRCm38.89_peak_8488
chr8,12672027,12672515,all_Chip_RFX1_vs_GRCm38.89_peak_8855
chr3,73301457,73302011,all_Chip_RFX1_vs_GRCm38.89_peak_6098
chr2,145934604,145935015,all_Chip_RFX1_vs_GRCm38.89_peak_5691
chr5,112326042,112326522,all_Chip_RFX1_vs_GRCm38.89_peak_7442
chr10,69465524,69465942,all_Chip_RFX1_vs_GRCm38.89_peak_919
chr18,23803712,23804057,all_Chip_RFX1_vs_GRCm38.89_peak_4512
chr9,44096560,44097064,all_Chip_RFX1_vs_GRCm38.89_peak_9485
chr3,88492885,88493238,all_Chip_RFX1_vs_GRCm38.89_peak_6152
chr10,89732180,89732618,all_Chip_RFX1_vs_GRCm38.89_peak_1045
chr17,56056968,56057427,all_Chip_RFX1_vs_GRCm38.89_peak_4306
chr10,18508582,18509018,all_Chip_RFX1_vs_GRCm38.89_peak_722
chr8,45627376,45627912,all_Chip_RFX1_vs_GRCm38.89_peak_8956
chr1,160245954,160246357,all_Chip_RFX1_vs_GRCm38.89_peak_520
chr11,116168120,116168549,all_Chip_RFX1_vs_GRCm38.89_peak_1828
chr19,5001778,5002216,all_Chip_RFX1_vs_GRCm38.89_peak_4801
chr2,28517226,28517609,all_Chip_RFX1_vs_GRCm38.89_peak_5199
chr8,69832120,69832673,all_Chip_RFX1_vs_GRCm38.89_peak_9031
chr4,119931922,119932326,all_Chip_RFX1_vs_GRCm38.89_peak_6834
chr5,115652924,115653324,all_Chip_RFX1_vs_GRCm38.89_peak_7468
chr6,116337750,116338113,all_Chip_RFX1_vs_GRCm38.89_peak_8112
chr13,12223629,12224083,all_Chip_RFX1_vs_GRCm38.89_peak_2447
chr4,135495750,135496156,all_Chip_RFX1_vs_GRCm38.89_peak_6952
chr11,109650700,109651052,all_Chip_RFX1_vs_GRCm38.89_peak_1785
chr11,21090930,21091289,all_Chip_RFX1_vs_GRCm38.89_peak_1245
chr7,133971142,133971563,all_Chip_RFX1_vs_GRCm38.89_peak_8747
chr8,34154927,34155333,all_Chip_RFX1_vs_GRCm38.89_peak_8922
chr9,101200584,101201048,all_Chip_RFX1_vs_GRCm38.89_peak_9775
chr9,108204899,108205340,all_Chip_RFX1_vs_GRCm38.89_peak_9826
chr7,82648346,82648674,all_Chip_RFX1_vs_GRCm38.89_peak_8515
chr12,85472064,85472483,all_Chip_RFX1_vs_GRCm38.89_peak_2228
chr6,90810098,90810521,all_Chip_RFX1_vs_GRCm38.89_peak_7991
chr1,165460955,165461310,all_Chip_RFX1_vs_GRCm38.89_peak_547
chr14,69803989,69804344,all_Chip_RFX1_vs_GRCm38.89_peak_3137
chr3,127322884,127323384,all_Chip_RFX1_vs_GRCm38.89_peak_6356
chr2,32756905,32757277,all_Chip_RFX1_vs_GRCm38.89_peak_5246
chr10,78396162,78396604,all_Chip_RFX1_vs_GRCm38.89_peak_959
chr8,33731581,33732011,all_Chip_RFX1_vs_GRCm38.89_peak_8919
chr8,110217441,110218071,all_Chip_RFX1_vs_GRCm38.89_peak_9222
chr11,120358044,120358523,all_Chip_RFX1_vs_GRCm38.89_peak_1868
chr14,8666221,8666593,all_Chip_RFX1_vs_GRCm38.89_peak_2881
chr10,20170544,20170924,all_Chip_RFX1_vs_GRCm38.89_peak_731
chr15,68363122,68363633,all_Chip_RFX1_vs_GRCm38.89_peak_3507
chr15,57847143,57847556,all_Chip_RFX1_vs_GRCm38.89_peak_3453
chr4,99102658,99103349,all_Chip_RFX1_vs_GRCm38.89_peak_6728
chr11,69099804,69100221,all_Chip_RFX1_vs_GRCm38.89_peak_1463
chr18,15405117,15405529,all_Chip_RFX1_vs_GRCm38.89_peak_4494
chr5,136986773,136987176,all_Chip_RFX1_vs_GRCm38.89_peak_7585
chr7,126884771,126885256,all_Chip_RFX1_vs_GRCm38.89_peak_8702
chr6,135252617,135253133,all_Chip_RFX1_vs_GRCm38.89_peak_8184
chr7,4137309,4137672,all_Chip_RFX1_vs_GRCm38.89_peak_8248
chr17,14942935,14943316,all_Chip_RFX1_vs_GRCm38.89_peak_4125
chr15,75993591,75993960,all_Chip_RFX1_vs_GRCm38.89_peak_3537
chr8,54724385,54724840,all_Chip_RFX1_vs_GRCm38.89_peak_8990
chr2,92424951,92425478,all_Chip_RFX1_vs_GRCm38.89_peak_5469
chr10,98399794,98400292,all_Chip_RFX1_vs_GRCm38.89_peak_1093
chr4,120287904,120288276,all_Chip_RFX1_vs_GRCm38.89_peak_6837
chr12,99340776,99341172,all_Chip_RFX1_vs_GRCm38.89_peak_2289
chr9,120976061,120976714,all_Chip_RFX1_vs_GRCm38.89_peak_9887
chr10,112160111,112160501,all_Chip_RFX1_vs_GRCm38.89_peak_1134
chr13,4771446,4771859,all_Chip_RFX1_vs_GRCm38.89_peak_2429
chr11,88119143,88119849,all_Chip_RFX1_vs_GRCm38.89_peak_1613
chr7,100653892,100654250,all_Chip_RFX1_vs_GRCm38.89_peak_8584
chr7,27485219,27485647,all_Chip_RFX1_vs_GRCm38.89_peak_8324
chr11,30243654,30244123,all_Chip_RFX1_vs_GRCm38.89_peak_1279
chr2,180031096,180031662,all_Chip_RFX1_vs_GRCm38.89_peak_5874
chr9,46012338,46012819,all_Chip_RFX1_vs_GRCm38.89_peak_9510
chr10,91719805,91720393,all_Chip_RFX1_vs_GRCm38.89_peak_1052
chr17,80896540,80896974,all_Chip_RFX1_vs_GRCm38.89_peak_4392
chr12,98628002,98628366,all_Chip_RFX1_vs_GRCm38.89_peak_2281
chr16,3908372,3909226,all_Chip_RFX1_vs_GRCm38.89_peak_3746
chr16,49699023,49699402,all_Chip_RFX1_vs_GRCm38.89_peak_3939
chr2,91580895,91581343,all_Chip_RFX1_vs_GRCm38.89_peak_5458
chr1,132858790,132859146,all_Chip_RFX1_vs_GRCm38.89_peak_406
chr11,88280547,88280970,all_Chip_RFX1_vs_GRCm38.89_peak_1618
chr7,73185282,73185695,all_Chip_RFX1_vs_GRCm38.89_peak_8461
chr4,128962415,128962807,all_Chip_RFX1_vs_GRCm38.89_peak_6880
chr5,115436428,115436797,all_Chip_RFX1_vs_GRCm38.89_peak_7464
chr6,100670979,100671463,all_Chip_RFX1_vs_GRCm38.89_peak_8047
chr7,16299615,16300017,all_Chip_RFX1_vs_GRCm38.89_peak_8274
chr13,36117441,36117825,all_Chip_RFX1_vs_GRCm38.89_peak_2530
chr10,128896027,128896421,all_Chip_RFX1_vs_GRCm38.89_peak_1192
chr15,36179421,36179878,all_Chip_RFX1_vs_GRCm38.89_peak_3378
chr10,79668889,79669348,all_Chip_RFX1_vs_GRCm38.89_peak_964
chr7,100121327,100121721,all_Chip_RFX1_vs_GRCm38.89_peak_8575
chr1,36445215,36445627,all_Chip_RFX1_vs_GRCm38.89_peak_78
chr6,100830679,100831091,all_Chip_RFX1_vs_GRCm38.89_peak_8048
chr2,154677773,154678140,all_Chip_RFX1_vs_GRCm38.89_peak_5734
chr6,83156218,83156656,all_Chip_RFX1_vs_GRCm38.89_peak_7940
chr7,29180511,29180930,all_Chip_RFX1_vs_GRCm38.89_peak_8341
chr16,44347222,44347550,all_Chip_RFX1_vs_GRCm38.89_peak_3924
chr4,21727423,21727902,all_Chip_RFX1_vs_GRCm38.89_peak_6504
chr4,33290105,33290573,all_Chip_RFX1_vs_GRCm38.89_peak_6529
chr12,118198749,118199199,all_Chip_RFX1_vs_GRCm38.89_peak_2414
chr16,90709625,90710069,all_Chip_RFX1_vs_GRCm38.89_peak_4030
chr3,90079205,90079680,all_Chip_RFX1_vs_GRCm38.89_peak_6175
chr7,57136140,57136668,all_Chip_RFX1_vs_GRCm38.89_peak_8416
chr5,124400603,124401061,all_Chip_RFX1_vs_GRCm38.89_peak_7515
chr1,180365145,180365483,all_Chip_RFX1_vs_GRCm38.89_peak_623
chr18,66251956,66252467,all_Chip_RFX1_vs_GRCm38.89_peak_4699
chr19,23987247,23987780,all_Chip_RFX1_vs_GRCm38.89_peak_4892
chr2,136531988,136532469,all_Chip_RFX1_vs_GRCm38.89_peak_5664
chr1,20951504,20951860,all_Chip_RFX1_vs_GRCm38.89_peak_41
chr11,100619713,100620176,all_Chip_RFX1_vs_GRCm38.89_peak_1705
chr1,154500422,154500815,all_Chip_RFX1_vs_GRCm38.89_peak_490
chr5,44537911,44538371,all_Chip_RFX1_vs_GRCm38.89_peak_7235
chr11,98773905,98774242,all_Chip_RFX1_vs_GRCm38.89_peak_1692
chr2,33037327,33037790,all_Chip_RFX1_vs_GRCm38.89_peak_5251
chr5,122614357,122614762,all_Chip_RFX1_vs_GRCm38.89_peak_7498
chr5,117388947,117389359,all_Chip_RFX1_vs_GRCm38.89_peak_7473
chr5,5664052,5664457,all_Chip_RFX1_vs_GRCm38.89_peak_7094
chr7,40321199,40321614,all_Chip_RFX1_vs_GRCm38.89_peak_8366
chr4,6190810,6191251,all_Chip_RFX1_vs_GRCm38.89_peak_6467
chr3,89225895,89226245,all_Chip_RFX1_vs_GRCm38.89_peak_6158
chr9,124423966,124424354,all_Chip_RFX1_vs_GRCm38.89_peak_9912
chr15,84923069,84923430,all_Chip_RFX1_vs_GRCm38.89_peak_3622
chr11,119300067,119300546,all_Chip_RFX1_vs_GRCm38.89_peak_1856
chr6,125095728,125096207,all_Chip_RFX1_vs_GRCm38.89_peak_8154
chr7,99268013,99268417,all_Chip_RFX1_vs_GRCm38.89_peak_8567
chr13,41000709,41001176,all_Chip_RFX1_vs_GRCm38.89_peak_2548
chr5,136051491,136051848,all_Chip_RFX1_vs_GRCm38.89_peak_7576
chr11,18115758,18116151,all_Chip_RFX1_vs_GRCm38.89_peak_1235
chr2,5895297,5895645,all_Chip_RFX1_vs_GRCm38.89_peak_5092
chr4,133545973,133546648,all_Chip_RFX1_vs_GRCm38.89_peak_6932
chr1,190911746,190912143,all_Chip_RFX1_vs_GRCm38.89_peak_660
chr7,18990517,18991018,all_Chip_RFX1_vs_GRCm38.89_peak_8292
chr1,154102680,154103192,all_Chip_RFX1_vs_GRCm38.89_peak_488
chr12,98047071,98047537,all_Chip_RFX1_vs_GRCm38.89_peak_2278
chr6,124694119,124694591,all_Chip_RFX1_vs_GRCm38.89_peak_8147
chr7,44929505,44929868,all_Chip_RFX1_vs_GRCm38.89_peak_8383
chr15,103272417,103272881,all_Chip_RFX1_vs_GRCm38.89_peak_3740
chr3,123190306,123190716,all_Chip_RFX1_vs_GRCm38.89_peak_6338
chr10,128922986,128923368,all_Chip_RFX1_vs_GRCm38.89_peak_1194
chr19,23467686,23468189,all_Chip_RFX1_vs_GRCm38.89_peak_4888
chr5,132959941,132960303,all_Chip_RFX1_vs_GRCm38.89_peak_7557
chr11,90637846,90638279,all_Chip_RFX1_vs_GRCm38.89_peak_1636
chr18,82531822,82532210,all_Chip_RFX1_vs_GRCm38.89_peak_4764
chr19,6276335,6276773,all_Chip_RFX1_vs_GRCm38.89_peak_4818
chr8,13974887,13975210,all_Chip_RFX1_vs_GRCm38.89_peak_8862
chr9,108569702,108570104,all_Chip_RFX1_vs_GRCm38.89_peak_9833
chr5,24019908,24020308,all_Chip_RFX1_vs_GRCm38.89_peak_7140
chr19,45560443,45560829,all_Chip_RFX1_vs_GRCm38.89_peak_4992
chr4,130106997,130107420,all_Chip_RFX1_vs_GRCm38.89_peak_6896
chr4,57952862,57953256,all_Chip_RFX1_vs_GRCm38.89_peak_6619
chr11,116581473,116581774,all_Chip_RFX1_vs_GRCm38.89_peak_1832
chr3,37312256,37312636,all_Chip_RFX1_vs_GRCm38.89_peak_5990
chr5,143902081,143902575,all_Chip_RFX1_vs_GRCm38.89_peak_7642
chr2,109280458,109280869,all_Chip_RFX1_vs_GRCm38.89_peak_5527
chr3,65666064,65666402,all_Chip_RFX1_vs_GRCm38.89_peak_6082
chr15,71845164,71845577,all_Chip_RFX1_vs_GRCm38.89_peak_3511
chr2,5116829,5117303,all_Chip_RFX1_vs_GRCm38.89_peak_5084
chr19,45363269,45363629,all_Chip_RFX1_vs_GRCm38.89_peak_4991
chr7,35066657,35067047,all_Chip_RFX1_vs_GRCm38.89_peak_8358
chr13,55464456,55464842,all_Chip_RFX1_vs_GRCm38.89_peak_2630
chr17,31451173,31451612,all_Chip_RFX1_vs_GRCm38.89_peak_4209
chr11,9048348,9048851,all_Chip_RFX1_vs_GRCm38.89_peak_1221
chr11,72207106,72207484,all_Chip_RFX1_vs_GRCm38.89_peak_1492
chr4,155086349,155086766,all_Chip_RFX1_vs_GRCm38.89_peak_7069
chr13,34865539,34866076,all_Chip_RFX1_vs_GRCm38.89_peak_2525
chr19,42086194,42086596,all_Chip_RFX1_vs_GRCm38.89_peak_4976
chr2,166471196,166471628,all_Chip_RFX1_vs_GRCm38.89_peak_5815
chr13,46554751,46555208,all_Chip_RFX1_vs_GRCm38.89_peak_2581
chr2,148478324,148478844,all_Chip_RFX1_vs_GRCm38.89_peak_5698
chr2,58838262,58838685,all_Chip_RFX1_vs_GRCm38.89_peak_5347
chr17,28021966,28022402,all_Chip_RFX1_vs_GRCm38.89_peak_4180
chr3,67373724,67374166,all_Chip_RFX1_vs_GRCm38.89_peak_6087
chr9,65908620,65909052,all_Chip_RFX1_vs_GRCm38.89_peak_9645
chr4,70412165,70412614,all_Chip_RFX1_vs_GRCm38.89_peak_6652
chr5,135987325,135987771,all_Chip_RFX1_vs_GRCm38.89_peak_7575
chr10,127674617,127675143,all_Chip_RFX1_vs_GRCm38.89_peak_1183
chr7,80246192,80246591,all_Chip_RFX1_vs_GRCm38.89_peak_8501
chr13,49320091,49320515,all_Chip_RFX1_vs_GRCm38.89_peak_2606
chr9,108753463,108753802,all_Chip_RFX1_vs_GRCm38.89_peak_9838
chr16,45698007,45698408,all_Chip_RFX1_vs_GRCm38.89_peak_3932
chr18,24020712,24021055,all_Chip_RFX1_vs_GRCm38.89_peak_4514
chr18,23497261,23497690,all_Chip_RFX1_vs_GRCm38.89_peak_4510
chr13,112987394,112987785,all_Chip_RFX1_vs_GRCm38.89_peak_2859
chr17,80577290,80577628,all_Chip_RFX1_vs_GRCm38.89_peak_4389
chr8,95533822,95534314,all_Chip_RFX1_vs_GRCm38.89_peak_9175
chr1,72929678,72930127,all_Chip_RFX1_vs_GRCm38.89_peak_213
chr7,28436409,28436809,all_Chip_RFX1_vs_GRCm38.89_peak_8335
chr11,58801815,58802219,all_Chip_RFX1_vs_GRCm38.89_peak_1377
chr4,152007555,152008005,all_Chip_RFX1_vs_GRCm38.89_peak_7053
chr7,139978563,139979018,all_Chip_RFX1_vs_GRCm38.89_peak_8775
chr8,11555171,11555677,all_Chip_RFX1_vs_GRCm38.89_peak_8851
chr1,86154592,86154970,all_Chip_RFX1_vs_GRCm38.89_peak_278
chr11,87358954,87359467,all_Chip_RFX1_vs_GRCm38.89_peak_1603
chr5,142964186,142964662,all_Chip_RFX1_vs_GRCm38.89_peak_7636
chr6,30693647,30694016,all_Chip_RFX1_vs_GRCm38.89_peak_7757
chr12,85288521,85288846,all_Chip_RFX1_vs_GRCm38.89_peak_2223
chr18,31609814,31610171,all_Chip_RFX1_vs_GRCm38.89_peak_4536
chr5,103424601,103425203,all_Chip_RFX1_vs_GRCm38.89_peak_7393
chr9,56583347,56584061,all_Chip_RFX1_vs_GRCm38.89_peak_9572
chr1,172271430,172271997,all_Chip_RFX1_vs_GRCm38.89_peak_588
chr1,75521518,75522024,all_Chip_RFX1_vs_GRCm38.89_peak_238
chr6,38381213,38381755,all_Chip_RFX1_vs_GRCm38.89_peak_7794
chr15,91104949,91105392,all_Chip_RFX1_vs_GRCm38.89_peak_3671
chr13,48497945,48498347,all_Chip_RFX1_vs_GRCm38.89_peak_2597
chr3,121790549,121790927,all_Chip_RFX1_vs_GRCm38.89_peak_6330
chr15,79228899,79229315,all_Chip_RFX1_vs_GRCm38.89_peak_3568
chr11,101095147,101095667,all_Chip_RFX1_vs_GRCm38.89_peak_1710
chr13,96670784,96671191,all_Chip_RFX1_vs_GRCm38.89_peak_2786
chr9,62781994,62782361,all_Chip_RFX1_vs_GRCm38.89_peak_9617
chr9,83440913,83441532,all_Chip_RFX1_vs_GRCm38.89_peak_9710
chr15,88978801,88979298,all_Chip_RFX1_vs_GRCm38.89_peak_3655
chr4,155235249,155235625,all_Chip_RFX1_vs_GRCm38.89_peak_7074
chr5,73651644,73652024,all_Chip_RFX1_vs_GRCm38.89_peak_7303
chr17,34603935,34604326,all_Chip_RFX1_vs_GRCm38.89_peak_4230
chr5,113306903,113307520,all_Chip_RFX1_vs_GRCm38.89_peak_7446
chr9,21407957,21408357,all_Chip_RFX1_vs_GRCm38.89_peak_9368
chr11,98966628,98967036,all_Chip_RFX1_vs_GRCm38.89_peak_1696
chr18,34578858,34579312,all_Chip_RFX1_vs_GRCm38.89_peak_4555
chr12,29872362,29872779,all_Chip_RFX1_vs_GRCm38.89_peak_1966
